Location_ID,Location_Name,Date_Early,Date_Mid,Date_Late,Latitude,Longitude,Region,Ocean_Basin,Ecosystem_Type,Climate_Zone
199,Ind_199,2003-01-15,2010-01-15,2025-01-15,10.0,120.0,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
200,Eq_200,2003-01-15,2010-01-15,2025-01-15,-12.5,-37.5,Equatorial,Atlantic_Ocean,Tropical_Marine,Tropical
201,SO_201,2003-01-15,2010-01-15,2025-01-15,-65.0,-135.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
202,NPac_202,2003-01-15,2010-01-15,2025-01-15,55.0,165.0,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
203,SAtl_203,2003-01-15,2010-01-15,2025-01-15,-35.0,0.0,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
204,NAtl_204,2003-01-15,2010-01-15,2025-01-15,55.0,-37.5,North_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
205,ARC_205,2003-01-15,2010-01-15,2025-01-15,77.5,165.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
206,SAtl_206,2003-01-15,2010-01-15,2025-01-15,-42.5,-45.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
207,Eq_207,2003-01-15,2010-01-15,2025-01-15,-5.0,0.0,Equatorial,Atlantic_Ocean,Tropical_Marine,Tropical
208,NPac_208,2003-01-15,2010-01-15,2025-01-15,32.5,172.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
209,SAtl_209,2003-01-15,2010-01-15,2025-01-15,-50.0,-22.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
210,SPac_210,2003-01-15,2010-01-15,2025-01-15,-50.0,-90.0,South_Pacific,Atlantic_Ocean,Subpolar_Marine,Temperate
211,Ind_211,2003-01-15,2010-01-15,2025-01-15,-50.0,127.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
212,NPac_212,2003-01-15,2010-01-15,2025-01-15,10.0,-105.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
213,Eq_213,2003-01-15,2010-01-15,2025-01-15,-5.0,67.5,Equatorial,Indian_Ocean,Tropical_Marine,Tropical
214,SO_214,2003-01-15,2010-01-15,2025-01-15,-65.0,105.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
215,Ind_215,2003-01-15,2010-01-15,2025-01-15,-35.0,127.5,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
216,NPac_216,2003-01-15,2010-01-15,2025-01-15,55.0,-180.0,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
217,SPac_217,2003-01-15,2010-01-15,2025-01-15,-20.0,-135.0,South_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
218,Ind_218,2003-01-15,2010-01-15,2025-01-15,-27.5,97.5,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical
219,Ind_219,2003-01-15,2010-01-15,2025-01-15,-42.5,67.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
220,NAtl_220,2003-01-15,2010-01-15,2025-01-15,17.5,-37.5,North_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical
221,Eq_221,2003-01-15,2010-01-15,2025-01-15,-5.0,-180.0,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
222,Ind_222,2003-01-15,2010-01-15,2025-01-15,17.5,127.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
223,SO_223,2003-01-15,2010-01-15,2025-01-15,-65.0,67.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
224,NAtl_224,2003-01-15,2010-01-15,2025-01-15,25.0,-22.5,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
225,Eq_225,2003-01-15,2010-01-15,2025-01-15,-5.0,52.5,Equatorial,Indian_Ocean,Tropical_Marine,Tropical
226,Eq_226,2003-01-15,2010-01-15,2025-01-15,-5.0,-120.0,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
227,ARC_227,2003-01-15,2010-01-15,2025-01-15,70.0,-165.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
228,Ind_228,2003-01-15,2010-01-15,2025-01-15,-42.5,37.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
229,Ind_229,2003-01-15,2010-01-15,2025-01-15,10.0,97.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
230,SO_230,2003-01-15,2010-01-15,2025-01-15,-65.0,15.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
231,SPac_231,2003-01-15,2010-01-15,2025-01-15,-57.5,-90.0,South_Pacific,Atlantic_Ocean,Subpolar_Marine,Temperate
232,SPac_232,2003-01-15,2010-01-15,2025-01-15,-27.5,-127.5,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
233,Ind_233,2003-01-15,2010-01-15,2025-01-15,55.0,142.5,Indian_Ocean,Indian_Ocean,Subpolar_Marine,Temperate
234,NPac_234,2003-01-15,2010-01-15,2025-01-15,10.0,-82.5,North_Pacific,Atlantic_Ocean,Tropical_Marine,Tropical
235,SAtl_235,2003-01-15,2010-01-15,2025-01-15,-50.0,15.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
236,NPac_236,2003-01-15,2010-01-15,2025-01-15,40.0,-150.0,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
237,ARC_237,2003-01-15,2010-01-15,2025-01-15,77.5,127.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
238,SPac_238,2003-01-15,2010-01-15,2025-01-15,-57.5,-180.0,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
239,SO_239,2003-01-15,2010-01-15,2025-01-15,-65.0,90.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
240,SPac_240,2003-01-15,2010-01-15,2025-01-15,-20.0,-90.0,South_Pacific,Atlantic_Ocean,Tropical_Marine,Tropical
241,ARC_241,2003-01-15,2010-01-15,2025-01-15,77.5,-157.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
242,SPac_242,2003-01-15,2010-01-15,2025-01-15,-50.0,-82.5,South_Pacific,Atlantic_Ocean,Subpolar_Marine,Temperate
243,SAtl_243,2003-01-15,2010-01-15,2025-01-15,-42.5,-75.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
244,NPac_244,2003-01-15,2010-01-15,2025-01-15,25.0,-172.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
245,NPac_245,2003-01-15,2010-01-15,2025-01-15,2.5,172.5,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
246,Eq_246,2003-01-15,2010-01-15,2025-01-15,-5.0,-150.0,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
247,SPac_247,2003-01-15,2010-01-15,2025-01-15,-27.5,-165.0,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
248,Ind_248,2003-01-15,2010-01-15,2025-01-15,17.5,60.0,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
249,SO_249,2003-01-15,2010-01-15,2025-01-15,-65.0,-15.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
250,Ind_250,2003-01-15,2010-01-15,2025-01-15,-42.5,112.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
251,SAtl_251,2003-01-15,2010-01-15,2025-01-15,-57.5,-45.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
252,ARC_252,2003-01-15,2010-01-15,2025-01-15,85.0,-120.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
253,ARC_253,2003-01-15,2010-01-15,2025-01-15,85.0,-22.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
254,NAtl_254,2003-01-15,2010-01-15,2025-01-15,55.0,7.5,North_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
255,SO_255,2003-01-15,2010-01-15,2025-01-15,-65.0,-75.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
256,SO_256,2003-01-15,2010-01-15,2025-01-15,-65.0,-165.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
257,SAtl_257,2003-01-15,2010-01-15,2025-01-15,-42.5,7.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
258,Eq_258,2003-01-15,2010-01-15,2025-01-15,-12.5,-112.5,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
259,Ind_259,2003-01-15,2010-01-15,2025-01-15,10.0,75.0,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
260,Ind_260,2003-01-15,2010-01-15,2025-01-15,-27.5,67.5,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical
261,SO_261,2003-01-15,2010-01-15,2025-01-15,-65.0,142.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
262,NPac_262,2003-01-15,2010-01-15,2025-01-15,10.0,-90.0,North_Pacific,Atlantic_Ocean,Tropical_Marine,Tropical
263,SPac_263,2003-01-15,2010-01-15,2025-01-15,-57.5,-82.5,South_Pacific,Atlantic_Ocean,Subpolar_Marine,Temperate
264,SAtl_264,2003-01-15,2010-01-15,2025-01-15,-50.0,-7.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
265,NPac_265,2003-01-15,2010-01-15,2025-01-15,17.5,-150.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
266,SO_266,2003-01-15,2010-01-15,2025-01-15,-65.0,52.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
267,NPac_267,2003-01-15,2010-01-15,2025-01-15,55.0,172.5,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
268,NAtl_268,2003-01-15,2010-01-15,2025-01-15,40.0,-30.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
269,NPac_269,2003-01-15,2010-01-15,2025-01-15,32.5,-157.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
270,SPac_270,2003-01-15,2010-01-15,2025-01-15,-20.0,-172.5,South_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
271,SAtl_271,2003-01-15,2010-01-15,2025-01-15,-20.0,-30.0,South_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical
272,ARC_272,2003-01-15,2010-01-15,2025-01-15,85.0,22.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
273,NPac_273,2003-01-15,2010-01-15,2025-01-15,32.5,165.0,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
274,Ind_274,2003-01-15,2010-01-15,2025-01-15,32.5,142.5,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical
275,Ind_275,2003-01-15,2010-01-15,2025-01-15,-35.0,90.0,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
276,ARC_276,2003-01-15,2010-01-15,2025-01-15,85.0,-112.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
277,NPac_277,2003-01-15,2010-01-15,2025-01-15,25.0,-165.0,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
278,Eq_278,2003-01-15,2010-01-15,2025-01-15,-5.0,172.5,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
279,SPac_279,2003-01-15,2010-01-15,2025-01-15,-35.0,172.5,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
280,NAtl_280,2003-01-15,2010-01-15,2025-01-15,47.5,-7.5,North_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
281,SPac_281,2003-01-15,2010-01-15,2025-01-15,-35.0,-120.0,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
282,Eq_282,2003-01-15,2010-01-15,2025-01-15,-5.0,90.0,Equatorial,Indian_Ocean,Tropical_Marine,Tropical
283,Ind_283,2003-01-15,2010-01-15,2025-01-15,-50.0,75.0,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
284,NPac_284,2003-01-15,2010-01-15,2025-01-15,25.0,-157.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
285,Eq_285,2003-01-15,2010-01-15,2025-01-15,-12.5,-150.0,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
286,Ind_286,2003-01-15,2010-01-15,2025-01-15,-27.5,60.0,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical
287,SAtl_287,2003-01-15,2010-01-15,2025-01-15,-35.0,7.5,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
288,Ind_288,2003-01-15,2010-01-15,2025-01-15,-42.5,105.0,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
289,NPac_289,2003-01-15,2010-01-15,2025-01-15,55.0,150.0,North_Pacific,Indian_Ocean,Subpolar_Marine,Temperate
290,Ind_290,2003-01-15,2010-01-15,2025-01-15,-27.5,75.0,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical
291,Eq_291,2003-01-15,2010-01-15,2025-01-15,-5.0,45.0,Equatorial,Indian_Ocean,Tropical_Marine,Tropical
292,NPac_292,2003-01-15,2010-01-15,2025-01-15,62.5,-172.5,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
293,Ind_293,2003-01-15,2010-01-15,2025-01-15,-50.0,120.0,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
294,ARC_294,2003-01-15,2010-01-15,2025-01-15,77.5,82.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
295,NAtl_295,2003-01-15,2010-01-15,2025-01-15,25.0,-37.5,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
296,NPac_296,2003-01-15,2010-01-15,2025-01-15,32.5,-142.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
297,ARC_297,2003-01-15,2010-01-15,2025-01-15,70.0,-120.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
298,Ind_298,2003-01-15,2010-01-15,2025-01-15,-50.0,105.0,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
299,SPac_299,2003-01-15,2010-01-15,2025-01-15,-42.5,-112.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
300,SO_300,2003-01-15,2010-01-15,2025-01-15,-65.0,135.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
301,Ind_301,2003-01-15,2010-01-15,2025-01-15,-57.5,97.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
302,Ind_302,2003-01-15,2010-01-15,2025-01-15,-35.0,60.0,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
303,SO_303,2003-01-15,2010-01-15,2025-01-15,-65.0,0.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
304,Eq_304,2003-01-15,2010-01-15,2025-01-15,-5.0,75.0,Equatorial,Indian_Ocean,Tropical_Marine,Tropical
305,Ind_305,2003-01-15,2010-01-15,2025-01-15,-50.0,142.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
306,SAtl_306,2003-01-15,2010-01-15,2025-01-15,-50.0,-60.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
307,Ind_307,2003-01-15,2010-01-15,2025-01-15,10.0,60.0,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
308,NPac_308,2003-01-15,2010-01-15,2025-01-15,2.5,-142.5,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
309,Ind_309,2003-01-15,2010-01-15,2025-01-15,-42.5,120.0,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
310,SPac_310,2003-01-15,2010-01-15,2025-01-15,-42.5,157.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
311,SAtl_311,2003-01-15,2010-01-15,2025-01-15,-42.5,-52.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
312,Eq_312,2003-01-15,2010-01-15,2025-01-15,-5.0,-165.0,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
313,NPac_313,2003-01-15,2010-01-15,2025-01-15,2.5,-150.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
314,SPac_314,2003-01-15,2010-01-15,2025-01-15,-50.0,-112.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
315,ARC_315,2003-01-15,2010-01-15,2025-01-15,85.0,165.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
316,ARC_316,2003-01-15,2010-01-15,2025-01-15,70.0,-52.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
317,NAtl_317,2003-01-15,2010-01-15,2025-01-15,40.0,15.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
318,Ind_318,2003-01-15,2010-01-15,2025-01-15,-20.0,112.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
319,SAtl_319,2003-01-15,2010-01-15,2025-01-15,-42.5,15.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
320,SPac_320,2003-01-15,2010-01-15,2025-01-15,-42.5,-180.0,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
321,NAtl_321,2003-01-15,2010-01-15,2025-01-15,25.0,-30.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
322,NAtl_322,2003-01-15,2010-01-15,2025-01-15,10.0,-37.5,North_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical
323,ARC_323,2003-01-15,2010-01-15,2025-01-15,77.5,75.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
324,Ind_324,2003-01-15,2010-01-15,2025-01-15,-57.5,37.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
325,NPac_325,2003-01-15,2010-01-15,2025-01-15,25.0,-150.0,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
326,NAtl_326,2003-01-15,2010-01-15,2025-01-15,25.0,-15.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
327,Ind_327,2003-01-15,2010-01-15,2025-01-15,-57.5,135.0,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
328,SPac_328,2003-01-15,2010-01-15,2025-01-15,-50.0,165.0,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
329,Ind_329,2003-01-15,2010-01-15,2025-01-15,-35.0,52.5,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
330,ARC_330,2003-01-15,2010-01-15,2025-01-15,77.5,7.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
331,Ind_331,2003-01-15,2010-01-15,2025-01-15,-50.0,90.0,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
332,ARC_332,2003-01-15,2010-01-15,2025-01-15,85.0,142.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
333,Ind_333,2003-01-15,2010-01-15,2025-01-15,-27.5,105.0,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical
334,Ind_334,2003-01-15,2010-01-15,2025-01-15,-42.5,22.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
335,NAtl_335,2003-01-15,2010-01-15,2025-01-15,32.5,-60.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
336,Eq_336,2003-01-15,2010-01-15,2025-01-15,-5.0,7.5,Equatorial,Atlantic_Ocean,Tropical_Marine,Tropical
337,SPac_337,2003-01-15,2010-01-15,2025-01-15,-50.0,-142.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
338,SPac_338,2003-01-15,2010-01-15,2025-01-15,-20.0,-97.5,South_Pacific,Atlantic_Ocean,Tropical_Marine,Tropical
339,Eq_339,2003-01-15,2010-01-15,2025-01-15,-12.5,82.5,Equatorial,Indian_Ocean,Tropical_Marine,Tropical
340,SO_340,2003-01-15,2010-01-15,2025-01-15,-72.5,-75.0,Southern_Ocean,Southern_Ocean,Polar_Marine,Polar
341,NPac_341,2003-01-15,2010-01-15,2025-01-15,17.5,-120.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
342,Ind_342,2003-01-15,2010-01-15,2025-01-15,-50.0,52.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
343,NPac_343,2003-01-15,2010-01-15,2025-01-15,40.0,-157.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
344,SAtl_344,2003-01-15,2010-01-15,2025-01-15,-35.0,-52.5,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
345,NPac_345,2003-01-15,2010-01-15,2025-01-15,25.0,-90.0,North_Pacific,Atlantic_Ocean,Temperate_Marine,Subtropical
346,SO_346,2003-01-15,2010-01-15,2025-01-15,-65.0,-30.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
347,NPac_347,2003-01-15,2010-01-15,2025-01-15,25.0,-82.5,North_Pacific,Atlantic_Ocean,Temperate_Marine,Subtropical
348,NPac_348,2003-01-15,2010-01-15,2025-01-15,2.5,-127.5,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
349,SPac_349,2003-01-15,2010-01-15,2025-01-15,-35.0,-82.5,South_Pacific,Atlantic_Ocean,Temperate_Marine,Subtropical
350,SO_350,2003-01-15,2010-01-15,2025-01-15,-65.0,-172.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
351,ARC_351,2003-01-15,2010-01-15,2025-01-15,85.0,-82.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
352,SAtl_352,2003-01-15,2010-01-15,2025-01-15,-57.5,-67.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
353,SPac_353,2003-01-15,2010-01-15,2025-01-15,-50.0,150.0,South_Pacific,Atlantic_Ocean,Subpolar_Marine,Temperate
354,NPac_354,2003-01-15,2010-01-15,2025-01-15,25.0,165.0,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
355,SPac_355,2003-01-15,2010-01-15,2025-01-15,-35.0,-172.5,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
356,Ind_356,2003-01-15,2010-01-15,2025-01-15,-35.0,135.0,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
357,NAtl_357,2003-01-15,2010-01-15,2025-01-15,17.5,-75.0,North_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical
358,Ind_358,2003-01-15,2010-01-15,2025-01-15,10.0,135.0,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
359,NAtl_359,2003-01-15,2010-01-15,2025-01-15,32.5,-75.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
360,Ind_360,2003-01-15,2010-01-15,2025-01-15,-35.0,37.5,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
361,Ind_361,2003-01-15,2010-01-15,2025-01-15,-50.0,67.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
362,ARC_362,2003-01-15,2010-01-15,2025-01-15,85.0,-45.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
363,NPac_363,2003-01-15,2010-01-15,2025-01-15,40.0,-135.0,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
364,ARC_364,2003-01-15,2010-01-15,2025-01-15,70.0,-172.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
365,Ind_365,2003-01-15,2010-01-15,2025-01-15,40.0,120.0,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical
366,SAtl_366,2003-01-15,2010-01-15,2025-01-15,-50.0,-15.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
367,Eq_367,2003-01-15,2010-01-15,2025-01-15,-5.0,-97.5,Equatorial,Atlantic_Ocean,Tropical_Marine,Tropical
368,Eq_368,2003-01-15,2010-01-15,2025-01-15,-5.0,157.5,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
369,SAtl_369,2003-01-15,2010-01-15,2025-01-15,-27.5,-37.5,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
370,SPac_370,2003-01-15,2010-01-15,2025-01-15,-57.5,-127.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
371,Ind_371,2003-01-15,2010-01-15,2025-01-15,10.0,52.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
372,SAtl_372,2003-01-15,2010-01-15,2025-01-15,-42.5,-37.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
373,SO_373,2003-01-15,2010-01-15,2025-01-15,-72.5,-135.0,Southern_Ocean,Southern_Ocean,Polar_Marine,Polar
374,SPac_374,2003-01-15,2010-01-15,2025-01-15,-57.5,-157.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
375,NPac_375,2003-01-15,2010-01-15,2025-01-15,17.5,157.5,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
376,SAtl_376,2003-01-15,2010-01-15,2025-01-15,-42.5,0.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
377,SPac_377,2003-01-15,2010-01-15,2025-01-15,-27.5,-150.0,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
378,SAtl_378,2003-01-15,2010-01-15,2025-01-15,-57.5,0.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
379,NPac_379,2003-01-15,2010-01-15,2025-01-15,17.5,165.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
380,NAtl_380,2003-01-15,2010-01-15,2025-01-15,2.5,7.5,North_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical
381,NPac_381,2003-01-15,2010-01-15,2025-01-15,17.5,-165.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
382,Ind_382,2003-01-15,2010-01-15,2025-01-15,-57.5,127.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
383,SPac_383,2003-01-15,2010-01-15,2025-01-15,-35.0,157.5,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
384,SPac_384,2003-01-15,2010-01-15,2025-01-15,-27.5,165.0,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
385,ARC_385,2003-01-15,2010-01-15,2025-01-15,70.0,-180.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
386,NPac_386,2003-01-15,2010-01-15,2025-01-15,32.5,-127.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
387,SPac_387,2003-01-15,2010-01-15,2025-01-15,-57.5,157.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
388,SPac_388,2003-01-15,2010-01-15,2025-01-15,-20.0,-127.5,South_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
389,Eq_389,2003-01-15,2010-01-15,2025-01-15,-12.5,172.5,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
390,NPac_390,2003-01-15,2010-01-15,2025-01-15,40.0,-142.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
391,Ind_391,2003-01-15,2010-01-15,2025-01-15,-35.0,105.0,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
392,Eq_392,2003-01-15,2010-01-15,2025-01-15,-5.0,-127.5,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
393,Ind_393,2003-01-15,2010-01-15,2025-01-15,-35.0,112.5,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
394,NPac_394,2003-01-15,2010-01-15,2025-01-15,25.0,-112.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
395,Ind_395,2003-01-15,2010-01-15,2025-01-15,-20.0,97.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
396,NPac_396,2003-01-15,2010-01-15,2025-01-15,17.5,-82.5,North_Pacific,Atlantic_Ocean,Tropical_Marine,Tropical
